guess,ev,max guesses,pass,time
venom,3.73823,5,0,73.27509
vexer,3.89028,5,0,119.07314
vined,3.67387,5,0,62.08380
viral,3.65918,5,0,40.97740
vised,3.69503,5,0,41.17663
visit,3.82160,5,0,165.74691
vomit,3.70151,5,0,123.00583
waded,3.79957,5,0,34.68985
wagon,3.69676,5,0,61.24211
walks,3.73045,5,0,58.31717
warns,3.64104,5,0,24.85660
wasps,3.82462,5,0,86.98913
wedge,3.78402,5,0,58.87699
weird,3.64406,5,0,45.55993
wells,3.78618,5,0,105.30742
whelp,3.70626,5,0,65.86568
whisk,3.75508,5,0,156.26131
widen,3.65788,5,0,45.04125
wides,3.67819,5,0,31.90966
wifed,3.72397,5,0,60.58880
wills,3.77149,5,0,226.01844
wiped,3.67948,5,0,43.57108
wised,3.67559,5,0,32.49385
wives,3.75464,5,0,55.52028
women,3.67084,5,0,47.73944
wooly,3.79352,5,0,322.44517
wried,3.62203,5,0,56.71457
xerox,3.90842,5,0,227.81984
yummy,4.01685,6,5,11277.91807
abled,3.63585,5,0,25.21306
abler,3.61037,5,0,18.36863
above,3.71663,5,0,24.81799
acids,3.66695,5,0,80.12761
adept,3.64276,5,0,32.74619
adopt,3.64492,5,0,36.99961
adzed,3.92225,5,0,75.52567
agave,3.83110,5,0,95.63861
ahead,3.74341,5,0,103.32002
aides,3.61857,5,0,43.94656
airer,3.68121,5,0,39.05360
algae,3.69374,5,0,56.94450
alien,3.53737,5,0,53.17870
alive,3.64752,5,0,28.98393
alley,3.72484,5,0,62.93190
alloy,3.74125,5,0,539.67128
aphid,3.69417,5,0,110.57628
arced,3.56285,5,0,17.52102
arena,3.67775,5,0,42.03351
armed,3.59438,5,0,37.62895
array,3.83326,5,0,268.50719
avail,3.76976,5,0,187.46302
awful,3.77754,5,0,128.06408
badge,3.65529,5,0,28.77202
bagel,3.61296,5,0,24.04775
baker,3.67646,5,0,26.54488
baler,3.58920,5,0,16.66727
banal,3.70670,5,0,153.32607
baron,3.57711,5,0,41.79102
basks,3.84881,5,0,126.98713
beans,3.60994,5,0,27.99840
beers,3.70108,5,0,36.08040
begin,3.66782,5,0,112.54564
belly,3.77797,5,0,196.05545
bilge,3.63326,5,0,52.12251
birch,3.65270,5,0,85.44512
biter,3.59482,5,0,19.63450
blade,3.57451,5,0,22.50546
bland,3.61210,5,0,64.03311
bleed,3.69330,5,0,54.08606
bling,3.67041,5,0,128.16559
bloom,3.75940,5,0,208.45615
bombs,3.83197,5,0,189.40376
booth,3.75162,5,0,188.51755
bored,3.59870,5,0,30.54691
borne,3.57063,5,0,20.30162
bossy,3.80173,5,0,285.42094
bread,3.60432,5,0,25.72002
briar,3.70929,5,0,66.28568
briny,3.63413,5,0,109.21926
brute,3.59352,5,0,21.13573
buddy,3.88164,5,1,1183.47127
caved,3.67343,5,0,24.31987
caver,3.64017,5,0,27.30618
cawed,3.65745,5,0,20.55215
cedar,3.55551,5,0,29.05301
cells,3.72095,5,0,81.22772
chant,3.58488,5,0,59.85209
chasm,3.63801,5,0,85.23769
chick,3.89417,5,0,289.99677
chomp,3.69460,5,0,76.51497
chugs,3.72181,5,0,188.01507
clack,3.79827,5,0,161.45873
clasp,3.58315,5,0,41.63526
clean,3.55508,5,0,35.57737
click,3.80346,5,0,298.26729
clued,3.60302,5,0,28.59326
clung,3.65918,5,0,186.28015
coder,3.57581,5,0,21.50723
coins,3.58099,5,0,77.60152
colts,3.58099,5,0,38.60237
combo,3.80432,5,0,198.65202
conic,3.76458,5,0,283.69843
coven,3.65227,5,0,38.78921
cowed,3.66263,5,0,31.78624
crane,3.52138,5,0,11.79534
craps,3.58531,5,0,18.72446
crate,3.49590,5,0,8.33615
crazy,3.74168,5,0,59.98830
crept,3.55940,5,0,16.32789
cress,3.72613,5,0,44.41911
crisp,3.58315,5,0,35.92647
crony,3.60043,5,0,79.50013
crown,3.62851,5,0,60.42551
crypt,3.63413,5,0,35.48252
cubic,3.83197,5,0,364.79289
dairy,3.61771,5,0,103.87852
darer,3.67603,5,0,21.84115
dares,3.57840,5,0,15.12901
dated,3.72484,5,0,23.78503
dazed,3.88812,5,0,58.86443
debar,3.59482,5,0,34.49775
decaf,3.68207,5,0,76.25175
defer,3.71145,5,0,93.04570
demur,3.63629,5,0,66.76094
derby,3.66739,5,0,37.16282
dewed,3.90799,5,1,311.36184
diode,3.74125,5,0,232.35576
ditzy,3.77624,5,0,304.45850
doled,3.71361,5,0,115.17572
domed,3.76026,5,0,135.97333
donut,3.60216,5,0,137.03171
dosed,3.73477,5,0,55.98464
doter,3.57235,5,0,14.49269
doubt,3.64795,5,0,88.66157
dozed,3.87991,5,0,166.02824
dread,3.73089,5,0,82.85840
drive,3.62894,5,0,71.60338
drool,3.68985,5,0,201.55973
duels,3.64708,5,0,77.11237
duffs,3.89719,5,0,336.56999
duvet,3.68942,5,0,31.98453
dwarf,3.71922,5,0,44.50455
dwelt,3.66134,5,0,43.86700
eagle,3.67862,5,0,45.55366
earth,3.58920,5,0,12.03069
easer,3.65184,5,0,44.34490
ebook,3.86911,5,0,178.33965
eking,3.75983,5,0,144.39420
elope,3.66825,5,0,58.56256
embed,3.78747,5,0,60.38217
empty,3.72657,5,0,61.42906
ennui,3.87991,5,0,443.18231
extol,3.75983,5,0,60.82365
faced,3.67603,5,0,20.89967
facet,3.61728,5,0,10.91208
fader,3.62419,5,0,48.06258
faked,3.73823,5,0,25.04268
falls,3.75724,5,0,171.12155
fecal,3.63326,5,0,66.52917
femme,3.92009,5,0,177.22499
fibre,3.64060,5,0,52.19228
fifty,3.87862,5,0,781.85833
flare,3.58229,5,0,32.21680
flats,3.62117,5,0,80.42118
flees,3.71274,5,0,59.19473
fling,3.69546,5,0,196.21349
fluff,4.02333,5,1,2112.54167
gamma,3.95335,5,1,752.10516
gloss,3.74903,5,0,224.00965
gonad,3.63326,5,0,96.23717
goose,3.72613,5,0,112.16975
gouge,3.80216,5,0,208.52656
greek,3.73823,5,0,109.95729
groom,3.75940,5,0,210.70878
guide,3.65227,5,0,143.65754
gully,3.82851,5,0,418.27308
happy,3.83067,5,0,241.30355
hedge,3.74514,5,0,47.49156
helix,3.77106,5,0,280.01797
hired,3.59698,5,0,32.16658
hires,3.61037,5,0,16.42419
hissy,3.80648,5,0,488.71020
horde,3.57581,5,0,24.98380
horny,3.63715,5,0,106.74547
house,3.63067,5,0,142.08781
humid,3.73218,5,0,313.24733
hurts,3.63931,5,0,90.60570
hutch,3.82549,5,0,325.10318
idles,3.64104,5,0,44.32131
idyll,3.82592,5,0,597.35776
itchy,3.74816,5,0,159.07524
jenny,3.94082,5,0,268.24056
joist,3.69892,5,0,110.23635
jokes,3.83153,5,0,74.42061
joust,3.72354,5,0,243.42791
jumpy,3.88855,5,0,274.57570
kazoo,3.97495,5,0,272.94523
kings,3.71922,5,0,149.34884
kited,3.67041,5,0,26.93517
kites,3.67430,5,0,21.26282
knack,3.84579,5,0,155.68235
kneel,3.73305,5,0,72.71610
knife,3.72009,5,0,100.35831
koala,3.77451,5,0,168.35574
lanky,3.68467,5,0,157.95026
leaky,3.69158,5,0,106.28409
lemma,3.78099,5,0,137.30197
lifts,3.64449,5,0,158.98613
links,3.67559,5,0,129.30751
lives,3.67689,5,0,34.55734
loath,3.60259,5,0,30.22931
locks,3.68639,5,0,79.79442
lodge,3.60734,5,0,51.53179
logon,3.72829,5,0,247.08372
lotto,3.81944,5,0,278.73534
lunge,3.63931,5,0,62.70691
lupus,3.81555,5,0,253.74989
macho,3.70324,5,0,64.91082
magma,3.95896,5,1,752.40962
melee,3.80562,5,0,160.03023
meter,3.66479,5,0,27.37649
mewed,3.78359,5,0,70.00127
miler,3.56976,5,0,43.44087
mills,3.74471,5,0,340.94994
missy,3.81037,5,0,504.96645
mooed,3.73952,5,0,131.07743
morph,3.65702,5,0,53.05056
mossy,3.80518,5,0,441.14762
muddy,3.91922,5,0,452.80485
nadir,3.58315,5,0,51.31287
named,3.61901,5,0,20.46196
nasty,3.62333,5,0,94.87896
needy,3.76199,5,0,219.08875
ninny,3.96544,5,1,2581.43262
pivot,3.69935,5,0,68.07625
plait,3.53909,5,0,53.34400
plant,3.54730,5,0,43.77994
plead,3.60475,5,0,48.06476
plied,3.58143,5,0,39.91897
plugs,3.66825,5,0,114.42047
plums,3.67257,5,0,102.86520
poles,3.59006,5,0,17.92873
ponds,3.63974,5,0,54.24748
pools,3.70540,5,0,143.18463
potty,3.76803,5,0,156.41846
prick,3.65313,5,0,85.98731
privy,3.71274,5,0,76.75601
props,3.75594,5,0,93.47016
pryer,3.71965,5,0,68.89302
puled,3.61123,5,0,33.62819
pulse,3.58013,5,0,42.12239
punch,3.69028,5,0,180.88396
purer,3.69201,5,0,60.98439
pussy,3.81771,5,0,298.48616
quark,3.84233,5,0,141.67043
queer,3.84579,5,0,227.79026
quill,3.93650,5,0,967.44484
rebut,3.63326,5,0,18.75149
reedy,3.72700,5,0,97.64912
relay,3.60389,5,0,26.48387
renew,3.69590,5,0,38.28198
reset,3.61469,5,0,15.14891
retch,3.60389,5,0,19.13668
reuse,3.64708,5,0,59.67020
rhyme,3.68294,5,0,34.06075
rides,3.59611,5,0,29.25399
rifer,3.73002,5,0,139.81679
rises,3.71793,5,0,73.07486
rived,3.65140,5,0,61.64437
roach,3.58661,5,0,28.62163
robed,3.60389,5,0,32.54033
rocky,3.71663,5,0,85.32671
roost,3.62851,5,0,45.26834
roped,3.59914,5,0,31.62764
roses,3.71447,5,0,57.46685
route,3.57279,5,0,14.35639
rowdy,3.71922,5,0,83.47336
ruder,3.70410,5,0,79.92381
rules,3.60605,5,0,13.00611
rumor,3.73823,5,0,220.22214
sally,3.71404,5,0,211.90220
satyr,3.59395,5,0,20.36548
sauna,3.72959,5,0,199.50314
scare,3.54125,5,0,15.02539
scars,3.72527,5,0,64.44013
scold,3.61987,5,0,60.09800
scour,3.61512,5,0,49.15702
scram,3.62937,5,0,29.20851
screw,3.65659,5,0,16.53962
scuba,3.70842,5,0,94.48967
seeks,3.90886,5,0,262.34910
sever,3.73477,5,0,71.09809
shady,3.67387,5,0,158.13277
shawl,3.66739,5,0,73.62747
shier,3.57797,5,0,28.11129
shiny,3.64708,5,0,322.00796
shown,3.66955,5,0,141.66386
shunt,3.62246,5,0,192.17553
sifts,3.78445,5,0,362.89950
sings,3.77322,5,0,270.80725
sixty,3.76069,5,0,329.89843
skins,3.78920,5,0,299.44700
skyed,3.74125,5,0,46.97398
slack,3.63931,5,0,46.26880
slant,3.51404,5,0,43.05698
slate,3.50756,5,0,8.36553
slave,3.61598,5,0,13.48781
sleep,3.64622,5,0,39.35346
slept,3.57408,5,0,25.75076
slick,3.63456,5,0,86.51659
slobs,3.75292,5,0,172.43743
slued,3.59093,5,0,25.12234
slurp,3.62981,5,0,84.66655
slush,3.76890,5,0,408.70513
smote,3.57581,5,0,41.48786
snail,3.55724,5,0,57.28403
snaps,3.72959,5,0,122.55484
sneer,3.65443,5,0,34.99225
snoop,3.71965,5,0,141.32604
soaps,3.74687,5,0,59.47807
sofas,3.80432,5,0,174.31391
sonar,3.55162,5,0,11.20215
songs,3.74946,5,0,184.97643
souls,3.73391,5,0,340.21858
specs,3.77883,5,0,76.84711
spiky,3.71706,5,0,158.84116
spook,3.80734,5,0,185.44444
squib,3.83456,5,0,310.22962
steed,3.69719,5,0,43.29426
stein,3.59050,5,0,47.11048
stick,3.67041,5,0,75.44156
stink,3.65313,5,0,93.92067
stole,3.52484,5,0,25.43120
stool,3.69460,5,0,247.23436
study,3.69676,5,0,177.72004
stunt,3.73175,5,0,281.18378
super,3.59914,5,0,23.13328
surly,3.64320,5,0,145.09713
swept,3.65918,5,0,26.35832
swims,3.84579,5,0,235.48872
synod,3.65961,5,0,167.71555
tacos,3.59870,5,0,41.52721
taker,3.62592,5,0,12.54903
tally,3.71102,5,0,238.29590
teams,3.58445,5,0,25.59664
techs,3.65227,5,0,60.80958
tells,3.69158,5,0,88.85704
terms,3.60216,5,0,11.93967
terry,3.68769,5,0,40.90424
texts,3.86436,5,0,132.41047
third,3.60994,5,0,71.69882
threw,3.64449,5,0,18.17843
thrum,3.67991,5,0,107.56609
tilde,3.57322,5,0,21.02787
tilts,3.70410,5,0,186.02488
tombs,3.67646,5,0,49.92646
tools,3.68380,5,0,110.83228
tosed,3.60302,5,0,10.83581
total,3.68078,5,0,73.80980
toxin,3.72613,5,0,180.24361
trips,3.57192,5,0,38.74180
truer,3.67257,5,0,30.97822
trust,3.68726,5,0,72.49175
tulip,3.61728,5,0,142.17732
twink,3.71533,5,0,99.90801
udder,3.77927,5,1,282.50415
units,3.62937,5,0,167.13494
until,3.61987,5,0,183.05106
upset,3.62333,5,0,19.31187
urban,3.64060,5,0,44.91255
urned,3.59438,5,0,45.41685
usual,3.80216,5,0,251.43522
verso,3.66825,5,0,25.97575
vests,3.82592,5,0,79.41325
views,3.78661,5,0,77.62458
viola,3.70929,5,0,158.56649
visor,3.67819,5,0,60.22662
vodka,3.80864,5,0,185.89142
wader,3.63801,5,0,19.82105
wager,3.65529,5,0,19.95409
wails,3.63672,5,0,48.72896
waked,3.74903,5,0,24.77440
waltz,3.77365,5,0,127.07672
waxen,3.79525,5,0,42.86327
weeks,3.84795,5,0,124.73901
wench,3.70281,5,0,70.01376
which,3.87819,5,0,285.95249
width,3.71447,5,0,98.95095
wimps,3.74082,5,0,88.41560
windy,3.71102,5,0,168.25395
wispy,3.72786,5,0,109.64423
wooer,3.75205,5,0,76.63944
works,3.73305,5,0,82.23990
worse,3.59654,5,0,17.79629
worst,3.59611,5,0,24.89069
wound,3.70194,5,0,149.86419
write,3.58920,5,0,18.10133
wrong,3.66998,5,0,64.94415
yacht,3.69762,5,0,117.11939
yodel,3.62376,5,0,82.25993
zebra,3.77538,5,0,35.51467
zesty,3.79006,5,0,118.33426
zooms,3.90713,5,0,362.18606
